group_id,generation,class_code,group_number,n_members,online_ratio,master_ratio,major_diversity,leave_rate,exc_rate,point_mean,point_sum,months,pred_point_mean_oof,pred_point_mean_full,pred_leave_prob,pred_leave_prob_full,pred_exc_prob,pred_exc_prob_full
11_4_2,11,4,2,4,0.0,0.25,1.0,0.0,0.0,3.6999999999999997,11.1,3.0,3.279582120811289,3.360000185616859,0.2942869825230106,0.27324521376877964,0.07199978619364884,0.05103879132545446
11_4_3,11,4,3,3,0.0,0.3333333333333333,1.0,0.0,0.0,3.1333333333333333,9.4,3.0,2.8031543932918916,2.6694334525042875,0.27271638683968047,0.27916630942209386,0.07955267656835795,0.07220827274623191
11_4_4,11,4,4,5,0.0,0.2,1.0,0.0,0.0,2.6666666666666665,8.0,3.0,3.5267921657046646,3.48113517038517,0.306500194514552,0.2892350940548324,0.07417164008605003,0.061263796790427726
11_4_5,11,4,5,5,0.0,0.2,1.0,0.0,0.0,3.466666666666667,10.4,3.0,3.4561492131325506,3.48113517038517,0.25169416492729607,0.23430106712671167,0.08666070650255961,0.07162587186815776
11_4_6,11,4,6,5,0.0,0.2,1.0,0.0,0.0,3.4666666666666663,10.399999999999999,3.0,3.5267921657046646,3.48113517038517,0.2760869667456638,0.26761976037802854,0.07710578017337369,0.060393052465997396
11_4_7,11,4,7,5,0.0,0.2,1.0,0.2,0.0,5.3,15.899999999999999,3.0,3.551836339586338,4.0990615503323795,0.24680586144515365,0.2746902489584717,0.08193810289137554,0.07230850636397215
11_4_8,11,4,8,6,0.0,0.16666666666666666,1.0,0.0,0.0,3.4,10.2,3.0,3.2864189958189973,3.269225534342201,0.3166302098576787,0.28733897155431815,0.08440018533107878,0.06771522731907913
11_4_9,11,4,9,2,1.0,0.5,1.0,0.0,0.0,2.066666666666667,6.200000000000001,3.0,1.5393295762879087,1.5108452334702298,0.4257386409405267,0.4037762882138721,0.09707965207581895,0.0806419767153709
11_5_1,11,5,1,5,0.0,0.2,1.0,0.0,0.0,2.6333333333333333,7.9,3.0,2.6468478154561503,2.4047256639964973,0.2739510995467832,0.27639030828662114,0.15514694162144477,0.1492941618411476
11_5_3,11,5,3,3,0.0,0.3333333333333333,1.0,0.0,0.0,0.6999999999999998,2.0999999999999996,3.0,2.0593043069584756,1.94545183936434,0.3023040656852693,0.24274730765400254,0.17455676613898097,0.16664230776159678
11_5_4,11,5,4,4,1.0,0.25,1.0,0.25,0.0,0.6,1.8,3.0,2.3859359207150916,1.6390640271765273,0.42190986036691547,0.444076877786152,0.14361879211446796,0.1557455321679766
11_5_5,11,5,5,3,1.0,0.3333333333333333,1.0,0.0,0.0,0.7333333333333334,2.2,3.0,1.1593075543283884,0.9833757178007168,0.39826844361853736,0.4298131169785362,0.1428607277820232,0.15166709523123015
11_6_1,11,6,1,3,1.0,0.3333333333333333,1.0,0.3333333333333333,0.0,-0.7666666666666666,-2.3,3.0,1.3627476016267686,0.8177307450265793,0.3372558334545694,0.3931736546083746,0.12877834043127587,0.12363149086613316
11_6_2,11,6,2,6,0.0,0.16666666666666666,1.0,0.0,0.0,2.5333333333333337,7.6000000000000005,3.0,2.323440492223823,1.855946807359306,0.29679143174486045,0.2674823754118396,0.1377489958600057,0.13877452267716603
11_6_3,11,6,3,6,0.0,0.16666666666666666,1.0,0.0,0.0,0.7333333333333334,2.2,3.0,2.323440492223823,1.855946807359306,0.3016512280254266,0.2728590704824638,0.14890855917072,0.14863883309429501
11_6_4,11,6,4,6,1.0,0.16666666666666666,0.8333333333333334,0.3333333333333333,0.0,2.1333333333333333,6.4,3.0,0.9068181958473626,1.441586419753087,0.3950025283181377,0.4410100659398097,0.1138085548576896,0.1208675244888288
11_6_5,11,6,5,6,1.0,0.16666666666666666,1.0,0.16666666666666666,0.0,0.46666666666666673,1.4000000000000001,3.0,1.8117102833894485,1.213359171075838,0.38501410896101795,0.3816105226988437,0.11953584265956385,0.11500749765820172
11_6_6,11,6,6,5,1.0,0.2,0.8,0.0,0.0,3.366666666666667,10.100000000000001,3.0,2.2563616634908272,2.1717112353695645,0.37800805210060834,0.38066343504005223,0.13381001671212067,0.12455698040448611
11_6_7,11,6,7,5,1.0,0.2,1.0,0.0,0.0,0.7333333333333334,2.2,3.0,2.2320338857130495,1.8486176948051916,0.3445749811218419,0.3288622712481229,0.12820083104659621,0.10940847122435748
11_7_1,11,7,1,3,1.0,0.3333333333333333,1.0,0.0,0.0,-0.7666666666666666,-2.3,3.0,1.845520362353694,1.1833279687904694,0.2949877700670117,0.27229890076436086,0.08131060914517292,0.07895555940252905
11_7_2,11,7,2,4,0.0,0.25,1.0,0.0,0.0,3.2000000000000006,9.600000000000001,3.0,2.5570517194225535,2.6265663583330237,0.2527009871016185,0.2590950462621837,0.11753021926191021,0.09575574553241147
11_7_3,11,7,3,3,0.0,0.3333333333333333,1.0,0.0,0.0,3.3333333333333335,10.0,3.0,2.1947641774891786,2.583692976930475,0.2767310048955441,0.22054490275071628,0.12091713038684236,0.11642568622464185
11_7_4,11,7,4,4,0.0,0.25,1.0,0.25,0.0,3.0,9.0,3.0,2.0597986510403206,2.512530385509552,0.22859528268389206,0.2682312236440697,0.08078719623757302,0.0675153548897274
11_7_6,11,7,6,4,1.0,0.25,1.0,0.0,0.0,0.6,1.8,3.0,3.2239541947250205,2.4352718294051634,0.309921365408706,0.26843348244477483,0.08787654199999176,0.06659310257457593
11_7_7,11,7,7,3,1.0,0.3333333333333333,1.0,0.0,0.0,3.0,9.0,3.0,0.6563901711186798,1.1833279687904694,0.27579868977995886,0.23676395842013045,0.07889097695949791,0.07517343019034552
11_8_1,11,8,1,5,0.0,0.2,1.0,0.0,0.0,3.1333333333333333,9.4,3.0,2.5042282954699626,2.6648531191031184,0.23091255464249788,0.2282080278403881,0.22028324984778452,0.18992255503784244
11_8_2,11,8,2,3,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,2.8000000000000003,8.4,3.0,2.3653090005673354,2.469294682478017,0.22352518239121177,0.21054949748397936,0.16345612016353725,0.16281032490166944
11_일반학회원_1,11,일반학회원,1,4,0.0,0.25,1.0,0.0,0.0,3.466666666666667,10.4,3.0,2.657523729357061,2.9948366765950074,0.18822310013558266,0.14735069147622398,0.0741482054129125,0.05188150417807052
11_일반학회원_2,11,일반학회원,2,5,0.0,0.2,1.0,0.0,0.0,2.1333333333333333,6.4,3.0,3.312142612634277,2.983438210092372,0.24275483186457653,0.173737323896562,0.09500307395521834,0.06405275895291203
11_일반학회원_3,11,일반학회원,3,4,1.0,0.25,1.0,0.0,0.0,5.733333333333333,17.2,3.0,2.1395728395061746,3.3699137883721235,0.2941852926086063,0.2388914725872978,0.060846047093041006,0.03945051132912253
11_일반학회원_4,11,일반학회원,4,4,0.0,0.25,1.0,0.0,0.0,2.6,7.800000000000001,3.0,3.1194903509299277,2.9948366765950074,0.2068829042648945,0.15913717043720974,0.0648500095997927,0.04810614222137326
8_1_1,8,1,1,5,0.2,0.2,0.6,0.0,1.0,2.075,8.3,4.0,1.693489228941199,1.8071400459656088,0.4593463910010268,0.44689608104459744,0.4935147964987481,0.6694128648207872
8_1_10,8,1,10,3,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.44999999999999996,1.7999999999999998,4.0,0.7573097594731658,0.6131961960978839,0.49286635760062003,0.44589479852414016,0.5139538279073258,0.5229868853275558
8_1_11,8,1,11,5,1.0,0.2,0.8,0.0,0.0,1.09,4.36,4.0,0.9231568831018527,1.0322109498753569,0.4504532578548444,0.433687685092219,0.45370104950975765,0.4019176874921964
8_1_12,8,1,12,4,1.0,0.25,0.75,0.0,1.0,1.575,6.3,4.0,1.9075440365410032,1.7345572585978835,0.4224913706289612,0.40483282142094834,0.3958463788046458,0.6005898538149852
8_1_13,8,1,13,4,1.0,0.25,0.75,0.0,0.0,1.23125,4.925,4.0,0.969072790509259,1.1294089854242992,0.4206553169705598,0.40354075700452535,0.44145065486852486,0.43957735562573813
8_1_2,8,1,2,4,1.0,0.25,0.75,0.5,0.0,0.3875,1.55,4.0,0.8116190610119063,0.6402029411375655,0.4761787639059344,0.5296505639871801,0.528487474474519,0.543700489487627
8_1_3,8,1,3,5,1.0,0.2,0.8,0.2,0.0,1.17625,4.705,4.0,0.7166042038540155,0.9728254191468261,0.535965511652752,0.5340143540094694,0.5281133037206652,0.4814110024007864
8_1_4,8,1,4,4,1.0,0.25,1.0,0.0,0.0,0.86875,3.475,4.0,1.1185867847522852,1.0447453167989418,0.4787907415796737,0.4572640104891287,0.38626506627771484,0.3924334748667405
8_1_5,8,1,5,6,0.5,0.16666666666666666,0.5,0.16666666666666666,0.0,1.0125,4.05,4.0,0.6382611048130109,0.7556327944624822,0.5088552700789217,0.49378514767941306,0.45158452518357955,0.4536635262915582
8_1_6,8,1,6,4,1.0,0.25,0.75,0.25,0.0,0.7,2.8,4.0,0.6745906226851851,0.6977472886904761,0.3934477581711063,0.41897121659531744,0.47910475726209034,0.4702337013328565
8_1_7,8,1,7,5,0.0,0.2,0.8,0.0,0.0,0.15,0.6,4.0,1.143850786541006,0.6079546919492546,0.46055100065830634,0.4467612326717374,0.5169767895646582,0.49016622161349516
8_1_8,8,1,8,6,1.0,0.16666666666666666,0.5,0.0,0.0,0.994,3.976,4.0,0.9315381352513227,0.9437928710317461,0.4466774260448185,0.42978553813243625,0.43540431244272276,0.4366814151456264
8_1_9,8,1,9,5,0.4,0.2,0.6,0.0,0.0,0.46,1.84,4.0,0.8555509032738103,0.6389610133928568,0.48022723421244284,0.45114861910214205,0.4231371390771067,0.43506689617390526
8_2_1,8,2,1,5,1.0,0.2,0.8,0.4,0.6,2.0925,8.37,4.0,2.0102912291666666,1.9445185962301605,0.47255982811563796,0.5724778781102279,0.424170690486856,0.5821167759633863
8_2_2,8,2,2,6,0.0,0.0,0.6666666666666666,1.0,0.0,0.2075,0.83,4.0,0.5458062192460301,0.3114153191137572,0.6080985010768841,0.6706920551456771,0.500795441971048,0.4553355686018247
8_2_3,8,2,3,5,0.8,0.2,0.8,0.8,0.0,0.2,0.8,4.0,0.49174334408068726,0.3624544196428575,0.5061100894426769,0.6165950103844688,0.4390748283065129,0.4178113005012129
8_2_4,8,2,4,4,0.0,0.25,1.0,0.0,0.0,1.4,5.6,4.0,1.042841399631232,1.0505215443121687,0.45101120408471085,0.4188467130831958,0.5312923551879436,0.5012983549622236
8_2_5,8,2,5,5,0.8,0.2,0.6,0.2,0.0,1.175,4.7,4.0,0.884732275132275,0.9809317910052919,0.5853983999625065,0.596301169142969,0.4508348558953455,0.4412862503845293
8_2_6,8,2,6,5,0.8,0.2,0.8,0.6,0.0,0.6575,2.63,4.0,0.4967459209656074,0.5742118005952376,0.5783798294472532,0.6288027131339542,0.42764386089206363,0.41252811498987363
8_2_7,8,2,7,4,0.0,0.25,0.75,0.0,1.0,2.35,9.4,4.0,2.189278739638446,2.260865042493385,0.5115882405065211,0.5170355896582125,0.41545943395731394,0.5466883017561093
8_4_1,8,4,1,4,1.0,0.25,0.75,0.0,0.0,0.25,1.0,4.0,1.1197419899140193,0.8791308199150395,0.40238562126465066,0.3735295111639327,0.49205084716814584,0.46631792189839594
8_4_10,8,4,10,5,0.8,0.6,0.8,0.4,0.0,0.8575,3.43,4.0,0.5788416286375657,0.7250388095238093,0.41403131200521326,0.46487947195328816,0.45575025291718135,0.4819001306033071
8_4_11,8,4,11,4,1.0,0.25,0.75,0.0,0.0,1.45,5.8,4.0,0.6421685353134511,0.8791308199150395,0.3634295082354044,0.3342195389785152,0.505545355508687,0.5128474423642302
8_4_12,8,4,12,4,0.75,0.25,0.5,0.0,0.0,0.93875,3.755,4.0,0.9106491589822209,0.9947641047366993,0.46282295415918623,0.3946534730494736,0.5101443594588431,0.4767699839568353
8_4_13,8,4,13,6,1.0,0.16666666666666666,0.6666666666666666,0.0,1.0,1.2175,4.87,4.0,1.8579334758597883,1.603758104828045,0.4830318438495717,0.48845206730704316,0.5494188909485174,0.6427869093998834
8_4_14,8,4,14,4,0.0,0.25,0.75,0.0,0.0,0.35625,1.425,4.0,0.656172995280182,0.6163167519390333,0.4902688924736994,0.44956715802244773,0.47125780033817,0.4616973429184677
8_4_15,8,4,15,6,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.25,1.0,4.0,0.8701374237764551,0.580224316708754,0.47450776604172096,0.471297302679768,0.3803251007879149,0.3282022393428032
8_4_16,8,4,16,6,1.0,0.16666666666666666,1.0,0.16666666666666666,0.0,0.42500000000000004,1.7000000000000002,4.0,0.7654571661556028,0.6797915116191685,0.5141427454232096,0.4982583885486962,0.3751275833484428,0.3445103638445706
8_4_17,8,4,17,3,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.0,0.15,0.6,4.0,0.44133053228021973,0.2765334052579366,0.6820121855759721,0.7524781407329221,0.4279112900139901,0.3527111073573586
8_4_18,8,4,18,6,1.0,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.0,0.8175,3.27,4.0,0.6023902094757082,0.7285058581349197,0.5862228292515016,0.6159567207088893,0.40037439565505334,0.3577759554557138
8_4_19,8,4,19,5,1.0,0.2,0.8,0.0,0.0,0.9875,3.95,4.0,0.8179877379298952,0.8683140962047211,0.5722616141565863,0.5633647870443828,0.4356835154329917,0.37456347427556463
8_4_2,8,4,2,6,0.3333333333333333,0.5,0.5,0.0,1.0,1.8082500000000001,7.2330000000000005,4.0,1.6125554364478107,1.6836677850529114,0.4250639365667688,0.37822863725010064,0.6613937811538931,0.7366833639709555
8_4_3,8,4,3,6,0.0,0.5,0.5,0.0,0.0,1.1075,4.43,4.0,0.9258137947261073,1.0268592820905957,0.39523199168914297,0.38240098419074103,0.5327539051098841,0.5402688918758617
8_4_4,8,4,4,6,0.0,0.5,0.16666666666666666,0.0,0.0,1.155,4.62,4.0,0.9689872647156089,0.9881703938029567,0.4241319839033804,0.4131906994798536,0.4487420408824276,0.42292855005179125
8_4_5,8,4,5,6,0.0,0.3333333333333333,0.5,0.0,1.0,1.5190000000000001,6.0760000000000005,4.0,2.224953941688712,1.915574072641092,0.39192144575935467,0.3727322539422646,0.5295678231028617,0.6236066188481431
8_4_6,8,4,6,5,0.0,0.2,0.4,0.0,0.0,1.05,4.2,4.0,0.881011956582769,0.9325346851470281,0.43352311769159246,0.4226082139439361,0.5396076313611864,0.5153128469970236
8_4_7,8,4,7,5,1.0,0.2,0.8,0.4,0.0,0.5175000000000001,2.0700000000000003,4.0,0.7696003893849209,0.6316938654100527,0.5437805404575783,0.5540953884775393,0.4711295676034659,0.45859380169504227
8_4_8,8,4,8,5,0.0,0.2,0.8,0.0,0.0,0.325,1.3,4.0,1.0747569518849205,0.7071221727693606,0.4431595011704217,0.45710943852134245,0.4540943284654547,0.4268189853581548
8_4_9,8,4,9,4,1.0,0.25,0.5,0.0,0.0,1.225,4.9,4.0,0.9826617673611111,1.0552711771284278,0.5017880232111206,0.46386834083339856,0.4577827760072005,0.45760150302566877
8_5_1,8,5,1,5,0.2,0.2,0.6,0.0,1.0,1.4849999999999999,5.9399999999999995,4.0,1.9072397568392243,1.6821477281746022,0.43549520487579957,0.4153022699317221,0.5884351512190236,0.6987409466744926
8_5_2,8,5,2,5,0.4,0.2,0.8,0.2,0.0,1.05,4.2,4.0,0.9513780833333334,0.9387655980489427,0.5543439264070097,0.5545758320737211,0.6306505599412057,0.5817984452479309
8_5_3,8,5,3,3,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.75,3.0,4.0,0.5898262908399465,0.6286070029761909,0.4298026313429726,0.3994935385604787,0.49801815077706707,0.5191277307420396
8_5_4,8,5,4,4,0.0,0.25,0.75,0.25,0.0,1.03375,4.135,4.0,0.8369888829515391,0.94999777612434,0.4452506634877603,0.46844501393534677,0.5894011892368254,0.5873646988198965
8_5_5,8,5,5,4,1.0,0.25,0.75,0.5,0.0,1.395,5.58,4.0,0.5196490512566136,0.8853361177248691,0.5502418039950973,0.5497384968387602,0.642752943443433,0.6428952701903543
8_5_6,8,5,6,5,0.2,0.2,0.8,0.4,0.6,1.525,6.1,4.0,2.1049684100529076,1.7670586484788366,0.5579486195873358,0.581385001173611,0.6178906686961662,0.6807472085869333
8_5_7,8,5,7,6,1.0,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.8333333333333334,1.76,7.04,4.0,1.804358726791727,1.7135397433862423,0.471172841392951,0.46366567742234693,0.6065804364148923,0.6924416802728081
8_6_1,8,6,1,4,0.25,0.25,0.5,0.0,0.0,1.40625,5.625,4.0,1.2167332619047606,1.2843212791957264,0.35723079378694755,0.30937124052649706,0.4419186065961356,0.48677996430825177
8_6_10,8,6,10,4,0.75,0.25,0.5,0.0,0.0,1.05,4.2,4.0,1.2067817994378307,1.2082979162808645,0.4873450439832817,0.4934090176705025,0.4866543682752355,0.5190284215463805
8_6_12,8,6,12,5,0.4,0.0,0.8,1.0,0.0,0.2,0.8,4.0,0.5524448640873011,0.2731226028439157,0.48198277788207894,0.6002399431219241,0.5061978012656392,0.487048674833715
8_6_13,8,6,13,5,1.0,0.2,0.6,0.0,0.0,0.8625,3.45,4.0,1.061886704895798,0.9185975069444438,0.4774405342838334,0.4695733503036953,0.5626862234112956,0.5459490638219016
8_6_14,8,6,14,6,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.629,6.516,4.0,1.7805512065145521,1.7348396180555554,0.44731897618528405,0.5033470006156121,0.5381606570478414,0.5816903534601352
8_6_2,8,6,2,4,0.5,0.5,0.75,0.0,1.0,1.675,6.7,4.0,1.7643385663029114,1.72726613095238,0.46498438008471754,0.45159349408836935,0.5964525447961218,0.6835915293942938
8_6_3,8,6,3,6,0.8333333333333334,0.16666666666666666,0.6666666666666666,0.0,0.0,1.279,5.116,4.0,1.0089384727182538,1.168694198578041,0.4693042151311964,0.4494968723339348,0.5612618461040096,0.5464612328739203
8_6_4,8,6,4,6,0.0,0.16666666666666666,0.5,0.0,0.0,0.75,3.0,4.0,1.1339435441213865,1.0032120079214764,0.5093642167168779,0.5035143690382862,0.5910958824268381,0.5779121920797238
8_6_5,8,6,5,5,0.6,0.2,0.6,0.6,0.0,1.2575,5.03,4.0,0.6589220119047603,0.8551230454695764,0.5054074599088347,0.5537895639061368,0.5729089770270351,0.5636374277424815
8_6_6,8,6,6,6,0.6666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.0,0.71875,2.875,4.0,1.0001072832341262,0.7793824954154647,0.48820562312721716,0.5214395448605781,0.512378930734782,0.51462520328332
8_6_7,8,6,7,4,0.75,0.25,0.75,0.0,0.0,1.29375,5.175,4.0,1.0700477339616408,1.183739920469578,0.4718536526364172,0.48125323153302635,0.5225128850211874,0.4997290199332927
8_6_8,8,6,8,4,0.0,0.5,0.5,0.25,0.75,1.625,6.5,4.0,2.632536786210317,2.0959992933201064,0.4966513087578708,0.5145547902626358,0.5647065645440873,0.672590828597707
8_6_9,8,6,9,4,1.0,0.25,0.5,0.0,0.0,1.4,5.6,4.0,1.1003179007936508,1.1982850122354503,0.4727544974394882,0.4820717510966245,0.4781558524367005,0.45570231180948817
8_7_1,8,7,1,4,0.0,0.25,0.25,0.0,0.0,0.525,2.1,4.0,1.2982471822089952,0.9143851957945602,0.5111246685115132,0.47190150125775054,0.4697878454288328,0.4862349522148226
8_7_2,8,7,2,5,0.8,0.4,0.4,0.0,0.0,1.34,5.36,4.0,0.8635624570105828,1.0941229028379025,0.40344265934482826,0.40743752665478716,0.45690206991647936,0.41621752071264606
8_7_3,8,7,3,6,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,2.55425,10.217,4.0,1.8773825882936497,2.2201574742614643,0.4335630616851193,0.43814342471958084,0.5536837011491027,0.6725014263712442
8_7_4,8,7,4,6,0.0,0.3333333333333333,0.3333333333333333,0.5,0.0,0.8999999999999999,3.5999999999999996,4.0,0.6359815873015873,0.7556385781926397,0.45566196524678126,0.5272399197170899,0.4840990738968258,0.5063553362667107
8_7_5,8,7,5,6,0.8333333333333334,0.3333333333333333,0.5,0.16666666666666666,0.0,0.3825,1.53,4.0,1.0581814953703699,0.7104932265512262,0.43986479408050294,0.4331287472163645,0.46509026206679377,0.4252774577428786
8_7_6,8,7,6,5,1.0,0.6,0.6,0.2,0.0,1.2,4.8,4.0,0.883744440972222,1.0280052050114232,0.420768691970877,0.43446563412268296,0.4513853618633769,0.41308948332151285
8_7_7,8,7,7,3,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.25,1.0,4.0,0.8045105009920639,0.5392290476190468,0.5186593662114868,0.4957765749222692,0.5055135544486776,0.47453013115503767
8_8_1,8,8,1,6,0.0,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.0,1.0325,4.13,4.0,1.019093224807599,1.060257638337742,0.4004766218673194,0.41588206642680875,0.4289021943535218,0.4342954075245891
8_8_10,8,8,10,4,1.0,0.25,0.75,0.25,0.0,0.25,1.0,4.0,1.0884957242063482,0.6049493467261906,0.41628669978238675,0.4343158099165568,0.23715321166269837,0.24418685226237508
8_8_2,8,8,2,4,0.0,0.25,0.5,0.0,0.0,2.225,8.9,4.0,1.0320893483021611,1.436815920549743,0.4873094680107429,0.46546315929403975,0.42259947217330246,0.42937913163621433
8_8_3,8,8,3,3,1.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.6,2.4,4.0,0.6556991564153438,0.3878398032407414,0.5368722888293388,0.6199696834915994,0.30965656119894,0.34039399509539736
8_8_4,8,8,4,6,0.8333333333333334,0.16666666666666666,0.6666666666666666,0.0,0.0,1.3655,5.462,4.0,0.7866630623092181,1.0990438663766795,0.513297271741196,0.467221469008553,0.3181074584835066,0.30887422604357057
8_8_5,8,8,5,5,1.0,0.2,0.4,0.0,0.0,0.64,2.56,4.0,1.2400778039021154,0.8926206170634924,0.46418885383566516,0.4635866843297352,0.3111740794329683,0.3077021724241796
8_8_6,8,8,6,6,0.8333333333333334,0.16666666666666666,0.5,0.16666666666666666,0.0,0.1675,0.67,4.0,1.142090472552908,0.5778805598995924,0.47111920319593814,0.4686509687810773,0.2972048311350609,0.3052456375119167
8_8_7,8,8,7,5,0.6,0.2,0.8,0.2,0.0,0.24,0.96,4.0,0.9281574568452383,0.6223632556066622,0.5384703054048336,0.5330676787017536,0.30188494254822434,0.2980295328683142
8_8_8,8,8,8,6,0.0,0.16666666666666666,0.8333333333333334,0.0,0.0,1.1,4.4,4.0,1.2333391943843182,1.166388656415344,0.4749674854646075,0.4812482666501265,0.3445655139654251,0.3355943084629289
8_8_9,8,8,9,6,1.0,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.0,1.3275000000000001,5.3100000000000005,4.0,0.7387815200066141,1.0482197402643643,0.4792167504942932,0.5012477686346256,0.2583487261719919,0.2337976034513366
8_9_1,8,9,1,5,0.8,0.2,0.8,0.6,0.0,0.2,0.8,4.0,0.6445085849867722,0.4578416165123459,0.4461479451042276,0.5385874862207282,0.5921008650850045,0.5902414070623443
9_11_1,9,11,1,4,0.0,0.25,1.0,0.0,0.0,0.3,1.2,4.0,1.2384187844967527,0.8335238153108463,0.41145489576322386,0.4109352642877908,0.42877467758318843,0.3811571995497067
9_11_2,9,11,2,4,0.0,0.5,1.0,1.0,0.0,,,,,0.2117632192460315,0.4420876939175634,0.5718402355205128,0.3747936684796577,0.38325212992703944
9_11_3,9,11,3,4,0.0,0.25,0.75,0.0,0.0,1.125,4.5,4.0,1.1086774634439647,1.1027090696097883,0.4593585644207064,0.4628289626676811,0.4000706522451724,0.3979499239134121
9_11_4,9,11,4,4,0.0,0.25,0.75,0.0,0.0,1.225,4.9,4.0,1.0197423101851861,1.1027090696097883,0.4865140000162068,0.4749727199398965,0.3859845821217146,0.3667409044286227
9_12_1,9,12,1,4,1.0,0.25,1.0,0.0,0.25,1.725,6.9,4.0,1.5740893645532714,1.9990932738095235,0.3670113906504648,0.3313032795791592,0.29670453572387206,0.3508286234984518
9_12_2,9,12,2,3,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.725,2.9,4.0,0.7749932447587148,0.6411694443519441,0.4817748247149878,0.45573402837919913,0.3431116813303672,0.3558300908722858
9_13_1,9,13,1,6,0.0,0.16666666666666666,0.8333333333333334,0.0,0.0,1.95,7.8,4.0,1.0578435287698424,1.4344924867724862,0.5669866465890143,0.5502330025870233,0.3295077479030371,0.2991075725269452
9_13_2,9,13,2,4,0.0,0.25,0.75,1.0,0.0,,,,,0.20075115244708955,0.6092563873757555,0.7008050982689948,0.30097569956478415,0.25597423216088616
9_13_3,9,13,3,5,1.0,0.2,0.6,0.4,0.0,0.6,2.4,4.0,0.9516920955687834,0.8157757943121688,0.6273171727074848,0.6735816531560381,0.2865202068782672,0.2832770676578616
9_13_5,9,13,5,1,0.0,1.0,1.0,1.0,0.0,,,,,0.22829127149470896,0.4443911094726327,0.6494685130104075,0.21234691719549112,0.2281507725504532
9_1_1,9,1,1,6,0.0,0.16666666666666666,0.6666666666666666,0.0,0.0,-0.07500000000000001,-0.30000000000000004,4.0,0.9773566203703693,0.6683927767857135,0.49143551126292406,0.4625333432922314,0.34653127610691276,0.33877955276917354
9_1_2,9,1,2,6,0.0,0.16666666666666666,0.8333333333333334,0.6666666666666666,0.0,,,,,0.631391084986773,0.5529758026731603,0.587470719968235,0.30927775835249494,0.3099306689037587
9_1_3,9,1,3,3,0.0,0.0,1.0,1.0,0.0,,,,,0.19264957175925904,0.5271860181114354,0.6028546746567472,0.3347377996215168,0.3379223638252154
9_1_4,9,1,4,4,0.0,0.25,0.75,0.0,0.0,1.9500000000000002,7.800000000000001,4.0,0.7522995256583698,1.2359775170304228,0.421104351286806,0.4213016564533218,0.35152514956821107,0.3144273001521119
9_1_5,9,1,5,5,1.0,0.2,1.0,0.0,0.0,1.975,7.9,4.0,0.8803079891424165,1.3766242942019402,0.4177695813705304,0.43759838509392746,0.3139279299763925,0.3301317916699529
9_2_1,9,2,1,5,0.0,0.2,0.6,0.2,0.6,2.8,11.2,4.0,2.630257030368168,2.774059224206354,0.5193155798960194,0.5240049487357747,0.39698611794360916,0.4703158577510651
9_2_10,9,2,10,3,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.425,1.7,4.0,0.7337434788359787,0.5802382756132758,0.5231251724661455,0.5036263070696768,0.3037013021518718,0.3241369753151034
9_2_2,9,2,2,5,0.0,0.2,0.6,0.2,0.0,1.475,5.9,4.0,0.6952116038359789,0.9557427471891529,0.5014831465169951,0.49927377988086724,0.34747895082805486,0.3776446361615791
9_2_3,9,2,3,4,0.0,0.25,0.75,0.0,0.0,1.125,4.5,4.0,1.0888218116732815,1.1814953846450635,0.5194598800178387,0.49412035676299115,0.3906579317792318,0.41712644755123396
9_2_4,9,2,4,3,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,1.1,4.4,4.0,0.6126437476701538,0.8708311029942265,0.45049900968219836,0.4891348404684326,0.435797006914361,0.4025866094183188
9_2_5,9,2,5,4,0.0,0.25,1.0,0.0,0.0,0.7749999999999999,3.0999999999999996,4.0,1.0480087458664002,1.0004905718143733,0.47754616819176615,0.42468875338034007,0.3450497056576208,0.3328942734792733
9_2_6,9,2,6,5,0.0,0.2,0.6,0.0,0.0,0.25,1.0,4.0,1.1702219598214283,0.8459029280372403,0.4781928961102608,0.47750299248361927,0.3875869762816439,0.36320332878329886
9_2_7,9,2,7,4,0.0,0.25,0.5,0.25,0.0,1.675,6.7,4.0,0.8315271152998236,1.123422351741622,0.4901858364285153,0.49910305426450474,0.3593418352938084,0.36252744523622393
9_2_8,9,2,8,5,0.0,0.2,0.8,0.0,0.0,1.45,5.8,4.0,0.9488575140692636,1.2288125591931245,0.49810341124217017,0.48770294367146183,0.27255318951171337,0.2756611012026204
